term;definition;source;info_semantica
televisión de calidad convencional;## Definición de televisión de calidad convencional La televisión de calidad convencional es una tecnología que permite la transmisión de señales de v.;CCITT, Rec.I. 113;Variants: televisión de calidad convencional | Domains: EDUCATION AND COMMUNICATIONS | Context: televisión definida por las normas de televisión convencionales de 625 líneas y 525 líneas, como los sistemas NTSC, PAL y SECAM | Ref: CCITT, Rec.I. 113
carga;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. # carga ## Definición La carga es la cantidad de datos que se envían a través d.;"Valentín López, Gema: <i>Informática básica: sistema operativo, Internet y correo electrónico</i>, Editorial CEP, 2014, <a href=""https://books.google.be/books?id=0OpCDwAAQBAJ&amp;lpg=PP1&amp;hl=es&amp;pg=PA4#v=onepage&amp;q&amp;f=false"" target=""_blank"">https://books.google.be/books?id=0OpCDwAAQBAJ&amp;lpg=PP1&amp;hl=es&amp;pg=PA4#v=onepage&amp;q&amp;f=false</a> [23.4.2018]";"Variants: carga | Domains: EDUCATION AND COMMUNICATIONS | Context: Transferencia de un archivo desde un equipo informático a un servidor. | Ref: Valentín López, Gema: <i>Informática básica: sistema operativo, Internet y correo electrónico</i>, Editorial CEP, 2014, <a href=""https://books.google.be/books?id=0OpCDwAAQBAJ&amp;lpg=PP1&amp;hl=es&amp;pg=PA4#v=onepage&amp;q&amp;f=false"" target=""_blank"">https://books.google.be/books?id=0OpCDwAAQBAJ&amp;lpg=PP1&amp;hl=es&amp;pg=PA4#v=onepage&amp;q&amp;f=false</a> [23.4.2018]"
onda reflejada en el suelo;## Onda reflejada en el suelo ### Definición La onda reflejada en el suelo es la que se produce cuando una onda electromagnética, como por ejemplo una.;DANTERM 15054;Variants: onda reflejada en el suelo | Domains: EDUCATION AND COMMUNICATIONS | Context: la parte de la onda de suelo que se refleja sobre la superficie terrestre | Ref: DANTERM 15054
intercambio de archivos entre pares;## intercambio de archivos entre pares ### definición El intercambio de archivos entre pares (P2P) es una forma de red de computadoras que permite a l.;"PE-ES, basado en:<br> Malmierca, M.: «Piratería editorial en Internet», <i>Revista CERLALC</i>, 2005 <a href=""http://www.cerlalc.org/Revista_Pirateria/pdf/n_art10.pdf"" target=""_blank"">http://www.cerlalc.org/Revista_Pirateria/pdf/n_art10.pdf</a> [30.7.2015]";"Variants: intercambio de archivos entre pares | Domains: EDUCATION AND COMMUNICATIONS | Context: Intercambio de archivos mediante programas informáticos que permiten a los usuarios poner a disposición del resto archivos almacenados en su ordenador, haciendo las veces de servidor, y acceder a su vez como clientes a los archivos de otros usuarios conectados en ese momento. | Ref: PE-ES, basado en:<br> Malmierca, M.: «Piratería editorial en Internet», <i>Revista CERLALC</i>, 2005 <a href=""http://www.cerlalc.org/Revista_Pirateria/pdf/n_art10.pdf"" target=""_blank"">http://www.cerlalc.org/Revista_Pirateria/pdf/n_art10.pdf</a> [30.7.2015]"
asíncrono;``` asíncrono ``` Ejemplo: ``` La comunicación asíncrona es una forma de intercambiar información entre dos o más dispositivos sin necesidad de que se.;UIT-T, Rec.G. 701,1993,6018;Variants: asíncrono | Domains: EDUCATION AND COMMUNICATIONS | Context: característica esencial de una escala de tiempo o de una señal en virtud de la cual sus instantes significativos correspondientes no se presentan necesariamente con la misma cadencia media | Ref: UIT-T, Rec.G. 701,1993,6018
ciclo de instrucción;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: ciclo de instrucción | Domains: EDUCATION AND COMMUNICATIONS | Context: etapas elementales necesarias para ejecutar una instrucción | Ref: J.A. Alonso y J.M. Otero, Ingenieros
servicio de blog;## servicio de blog ### Definición Un servicio de blog es una plataforma que permite a los usuarios crear, publicar y administrar contenido en línea e.;"PE-ES, basado en : <p> -Wikipedia, La enciclopedia libre <a href=""http://es.wikipedia.org/wiki/WordPress"" target=""_blank"">http://es.wikipedia.org/wiki/WordPress</a> [24.3.2015] </p><p>-Wikipedia, La enciclopedia libre <a href=""http://es.wikipedia.org/wiki/Blogger"" target=""_blank"">http://es.wikipedia.org/wiki/Blogger</a> [24.3.2015]</p>";"Variants: servicio de blog | Domains: EDUCATION AND COMMUNICATIONS | Context: Plataforma que permite crear y publicar blogs. | Ref: PE-ES, basado en : <p> -Wikipedia, La enciclopedia libre <a href=""http://es.wikipedia.org/wiki/WordPress"" target=""_blank"">http://es.wikipedia.org/wiki/WordPress</a> [24.3.2015] </p><p>-Wikipedia, La enciclopedia libre <a href=""http://es.wikipedia.org/wiki/Blogger"" target=""_blank"">http://es.wikipedia.org/wiki/Blogger</a> [24.3.2015]</p>"
indicación de error;``` indicación de error ``` Ejemplo: ``` La indicación de error es una señal que indica que se ha cometido un error en la entrada o procesamiento de d.;CCITT, Libro rojo, X. 224;Variants: indicación de error | Domains: EDUCATION AND COMMUNICATIONS | Context: una indicación REINICIACION-R, o una indicación DESCONEXION-R con un código de motivo indicativo de un error, enviada por el proveedor SR y recibida por una entidad de transporte | Ref: CCITT, Libro rojo, X. 224
elemento software;# elemento software ## Definición Un elemento software es una entidad que se puede identificar, nombrar y describir. Un elemento software es una parte.;Mundo científico, mayo 1985;Variants: elemento software | Domains: EDUCATION AND COMMUNICATIONS | Context: parte fundamental de un sistema o de un programa | Ref: Mundo científico, mayo 1985
representación distribuida;``` representación distribuida ``` Ejemplo: ``` La representación distribuida es una forma de procesar datos que permite a los usuarios acceder a la i.;TIBI-CENTAURUS;"Variants: representación distribuida | Domains: EDUCATION AND COMMUNICATIONS | Context: modelo en el cual el conocimiento de cualquier patrón individual no se almacena en las conexiones de una unidad especial reservada para ese patrón, sino que está distribuido en conexiones entre un gran número de unidades de proceso; 2) modelo en el cual cada entidad está representada por un patrón de actividad distribuido en muchos elementos computacionales y cada elemento computacional está implicado en representar muchas entidades diferentes | Ref: TIBI-CENTAURUS"
notación Iverson;1 0 Notación Iverson La notación Iverson es una notación matemática que permite expresar ciertas operaciones lógicas y aritméticas mediante la utiliza.;Termcat;Variants: notación Iverson | Domains: EDUCATION AND COMMUNICATIONS | Context: conjunto especial de símbolos destinados a describir la estructura formal de los lenguajes de ordenador | Ref: Termcat
balanceo;balanceo # balanceo ## Definición Balanceo es la distribución equitativa de los recursos disponibles entre las diferentes áreas de una organización, c.;Profs.A.Ribagorda Garnacho/J. Fernández González;Variants: balanceo | Domains: EDUCATION AND COMMUNICATIONS | Context: proceso de sumar módulo 2 un contador a una clave | Ref: Profs.A.Ribagorda Garnacho/J. Fernández González
partición a frecuencia elevada;``` partición a frecuencia elevada ``` Ejemplo: ``` La partición a frecuencia elevada es una técnica utilizada en procesamiento de datos que consiste .;A. Soto López, Ing. de Sistemas, Alcatel Standard Eléctrica, SA, Madrid, 1994;Variants: partición a frecuencia elevada | Domains: EDUCATION AND COMMUNICATIONS | Context: configuración de sistema de banda ancha caracterizada por amplificadores bidireccionales en los que las señales de frecuencias de 5 MHz a 174 MHz se retransmiten en el sentido de retorno y las señales de frecuencias de 234 MHz para arriba se retransmiten en sentido de ida | Ref: A. Soto López, Ing. de Sistemas, Alcatel Standard Eléctrica, SA, Madrid, 1994
modelo;``` modelo ``` Ejemplo: ``` Un modelo es una representación simplificada de la realidad que se utiliza para ayudar a comprender y predecir los comport.;Propuesta de norma UNE 71-012,1987;Variants: modelo | Domains: EDUCATION AND COMMUNICATIONS | Context: en un lenguaje de programación, descripción de una serie de caracteres en la que cada posición se le ha asociado un símbolo que representa las propiedades del carácter que puede ocupar esa posición | Ref: Propuesta de norma UNE 71-012,1987
conectividad digital;Conectividad Digital es la capacidad de acceder a Internet, así como a los servicios que ofrece, desde cualquier lugar y con cualquier dispositivo. Ej.;"Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<div>Duarte, F. y Pires, H. F.: <a href=""http://www.ub.edu/geocrit/aracne/aracne-150.htm"" target=""_blank"">«Inclusión digital, tres conceptos clave: conectividad, accesibilidad, comunicabilidad»<time datetime=""12.10.2021""> (12.10.2021)</time></a>, <i>Ar@cne<br>REVISTA ELECTRÓNICA DE RECURSOS EN INTERNET<br>SOBRE GEOGRAFÍA Y CIENCIAS SOCIALES, </i>n.º 150, 1.8.2011, Universidad de Barcelona.</div>";"Variants: conectividad digital | Domains: EDUCATION AND COMMUNICATIONS | Context: Capacidad de acceso a tecnologías digitales y de uso de las mismas para conectarse a internet y compartir datos. | Ref: Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<div>Duarte, F. y Pires, H. F.: <a href=""http://www.ub.edu/geocrit/aracne/aracne-150.htm"" target=""_blank"">«Inclusión digital, tres conceptos clave: conectividad, accesibilidad, comunicabilidad»<time datetime=""12.10.2021""> (12.10.2021)</time></a>, <i>Ar@cne<br>REVISTA ELECTRÓNICA DE RECURSOS EN INTERNET<br>SOBRE GEOGRAFÍA Y CIENCIAS SOCIALES, </i>n.º 150, 1.8.2011, Universidad de Barcelona.</div>"
separador de grupo;1 0 # separador de grupo ## Definición Un separador de grupo es un carácter que se utiliza para separar los elementos de una lista o secuencia de cara.;Consejo-ES;Variants: separador de grupo | Domains: EDUCATION AND COMMUNICATIONS | Context: Carácter de control ASCII número 29 que se usa para separar grupos de caracteres. | Ref: Consejo-ES
descriptor de datos;``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ```;Termcat;Variants: descriptor de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: puntero que indica la posición en memoria de un elemento de datos | Ref: Termcat
soporte físico;1 0 # soporte físico ## procesamiento de datos ### Definición Un soporte físico es una forma de almacenar datos, como un disco duro o una tarjeta SD. .;"<i>Wikipedia</i>, <a href=""https://es.wikipedia.org/wiki/Hardware"" target=""_blank""><i>hardware</i> <time datetime=""13.3.2023""> (13.3.2023)</time></a>.";"Variants: soporte físico | Domains: EDUCATION AND COMMUNICATIONS | Context: Partes físicas, tangibles, de un sistema informático, sus componentes eléctricos, electrónicos, electromecánicos y mecánicos. | Ref: <i>Wikipedia</i>, <a href=""https://es.wikipedia.org/wiki/Hardware"" target=""_blank""><i>hardware</i> <time datetime=""13.3.2023""> (13.3.2023)</time></a>."
tiempo de adición;1 0 # tiempo de adición ## procesamiento de datos ### Definición Tiempo de adición es la cantidad de tiempo que se requiere para añadir nuevos datos a.;Termcat;Variants: tiempo de adición | Domains: EDUCATION AND COMMUNICATIONS | Context: tiempo requerido en un ordenador digital para realizar una suma, sin incluir el tiempo necesario para obtener las cantidades desde la memoria, ni el de devolver el resultado a la memoria | Ref: Termcat
elemento de equipo lógico;``` elemento de equipo lógico ``` Ejemplo: ``` Un elemento de equipo lógico es una parte del procesador que se encarga de realizar operaciones aritmét.;Mundo científico, mayo 1985;Variants: elemento de equipo lógico | Domains: EDUCATION AND COMMUNICATIONS | Context: parte fundamental de un sistema o de un programa | Ref: Mundo científico, mayo 1985
proveedor de contenidos de internet;## proveedor de contenidos de internet ### definición Un proveedor de contenidos de Internet es una empresa que proporciona contenido a través de Inte.;"Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<p>- Consumoteca&gt;Telecomunicaciones&gt;Internet <a href=""https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/"" target=""_blank"">https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/</a> [13.11.2017]</p><p>- Cordero, J.A.: La mediación de la información en Internet: evolución, tendencias y riesgos, Revista DÍGITOS n.º 1/2015 <a href=""https://revistadigitos.com/index.php/digitos/article/view/1"" target=""_blank"">https://revistadigitos.com/index.php/digitos/article/view/1</a> [13.11.2017]</p>";"Variants: proveedor de contenidos de internet | Domains: EDUCATION AND COMMUNICATIONS | Context: Toda persona, empresa o profesional que publica con regularidad información de cualquier tipo en internet, ya sea utilizando recursos propios o sirviéndose de los suministrados por un proveedor de acceso. | Ref: Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<p>- Consumoteca&gt;Telecomunicaciones&gt;Internet <a href=""https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/"" target=""_blank"">https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/</a> [13.11.2017]</p><p>- Cordero, J.A.: La mediación de la información en Internet: evolución, tendencias y riesgos, Revista DÍGITOS n.º 1/2015 <a href=""https://revistadigitos.com/index.php/digitos/article/view/1"" target=""_blank"">https://revistadigitos.com/index.php/digitos/article/view/1</a> [13.11.2017]</p>"
ecuaciones independientes;1 0 # Ecuaciones independientes Ecuaciones independientes son aquellas ecuaciones que no están relacionadas entre sí, es decir, cada una de ellas tien.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: ecuaciones independientes | Domains: EDUCATION AND COMMUNICATIONS | Context: conjunto de ecuaciones ninguna de las cuales puede ser expresada como una combinación lineal de las otras | Ref: J.A. Alonso y J.M. Otero, Ingenieros
registrador;``` registrador ``` Ejemplo: ``` El registrador es una memoria que se utiliza para almacenar los datos temporales durante la ejecución del programa. `.;"COM-ES, basado en: <br>Reglamento (CE) n.° 733/2002 del Parlamento Europeo y del Consejo, de 22 de abril de 2002, relativo a la aplicación del dominio de primer nivel «.eu», <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32002R0733"" target=""_blank"">CELEX:32002R0733/ES</a>";"Variants: registrador | Domains: EDUCATION AND COMMUNICATIONS | Context: Persona o entidad que proporciona a los interesados servicios de registro de nombres de dominio «.eu». | Ref: COM-ES, basado en: <br>Reglamento (CE) n.° 733/2002 del Parlamento Europeo y del Consejo, de 22 de abril de 2002, relativo a la aplicación del dominio de primer nivel «.eu», <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32002R0733"" target=""_blank"">CELEX:32002R0733/ES</a>"
método de dispersión;## Método de dispersión ### Definición Método de dispersión ### Explicación Un método de dispersión es una técnica utilizada en la investigación cient.;"Blog de Martín Cruz, «Blogueando sobre programación», <a href=""http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html"" target=""_blank"">http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html</a> [17.11.2017]";"Variants: método de dispersión | Domains: EDUCATION AND COMMUNICATIONS | Context: Método que permite encontrar, con el mínimo esfuerzo, una clave dada dentro de un conjunto de elementos, aplicando cálculos o transformaciones aritméticas sobre la clave buscada para producir directamente una dirección en una tabla o archivo de acceso directo. | Ref: Blog de Martín Cruz, «Blogueando sobre programación», <a href=""http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html"" target=""_blank"">http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html</a> [17.11.2017]"
palabra de datos;## palabra de datos ### Definición La palabra de datos es una secuencia de caracteres que representan un valor numérico o textual. En la mayoría de lo.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: palabra de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: unidad de datos almacenada en una palabra simple | Ref: J.A. Alonso y J.M. Otero, Ingenieros
función (N);``` La función es una operación que toma como entrada uno o más valores y devuelve un valor único. ``` Ejemplo: ``` La función suma toma dos números e.;CCITT, Libro rojo, X. 200;Variants: función (N) | Domains: EDUCATION AND COMMUNICATIONS | Context: parte de la actividad de las entidades (N) | Ref: CCITT, Libro rojo, X. 200
actividad;1 actividad n. 1. movimiento, acción o trabajo realizado por una persona o cosa. 2. actividad económica, comercial o industrial. 3. actividad física, .; J.A. Alonso y J.M. Otero, Ingenieros.;Variants: actividad | Domains: EDUCATION AND COMMUNICATIONS | Context: empleo o modificación de la información contenida en un archivo | Ref: J.A. Alonso y J.M. Otero, Ingenieros.
registro de estado;``` registro de estado ``` Ejemplo: ``` El registro de estado es una base de datos que contiene información sobre los estados de las entidades jurídic.;Termcat;Variants: registro de estado | Domains: EDUCATION AND COMMUNICATIONS | Context: registro utilizado en un ordenador para guardar la información sobre el estado de una unidad funcional como, por ejemplo, un microprocesador, un controlador de disco flexible o un controlador de acceso directo a memoria | Ref: Termcat
registro de datos;## registro de datos ### definición Un registro de datos es una colección de datos que se organizan de manera sistemática y estructurada, con la final.;Consejo-ES, a partir de Council-EN.;Variants: registro de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: Huella electrónica que deja una persona, empresa, etc. al realizar actividades u operaciones en línea. | Ref: Consejo-ES, a partir de Council-EN.
supercomputación;Supercomputación es la computación más rápida que se puede realizar con una máquina de computación. La definición exacta de qué constituye una superco.;"COM-ES, basado en «10 respuestas a la supercomputación», El Cultural, <a href=""https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153"" target=""_blank"">https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153</a> [6.7.2018]";"Variants: supercomputación | Domains: EDUCATION AND COMMUNICATIONS | Context: Realización de cálculos numéricos a gran escala, tanto en volumen de datos como en velocidad de procesado, mediante ordenadores de gran potencia denominados «superordenadores». | Ref: COM-ES, basado en «10 respuestas a la supercomputación», El Cultural, <a href=""https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153"" target=""_blank"">https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153</a> [6.7.2018]"
réplica;1 0 # réplica ## Definición En procesamiento de datos, una réplica es una copia exacta de los datos que se encuentran en otro lugar. Las réplicas pued.;COM-ES a partir de la Recomendación de la Fundéu de 13 de agosto de 2018, https://www.fundeu.es/recomendacion/duplicar-o-enviar-alternativas-a-screen-mirroring/ [16.08.2018];Variants: réplica | Domains: EDUCATION AND COMMUNICATIONS | Context: Función que permite transferir contenidos desde un dispositivo electrónico a otro, generalmente desde un dispositivo móvil a un ordenador o un televisor | Ref: COM-ES a partir de la Recomendación de la Fundéu de 13 de agosto de 2018, https://www.fundeu.es/recomendacion/duplicar-o-enviar-alternativas-a-screen-mirroring/ [16.08.2018]
objetivo de evaluación;``` objetivo de evaluación ``` Ejemplo: ``` La evaluación del objetivo de evaluación es una herramienta útil para medir la eficacia de los programas d.;Profs A. Ribagorda Garnacho/J. Fernández González;Variants: objetivo de evaluación | Domains: EDUCATION AND COMMUNICATIONS | Context: sistema o producto de T.I. que se somete a una evaluación de seguridad | Ref: Profs A. Ribagorda Garnacho/J. Fernández González
tasa de falso rechazo;Tasa de falso rechazo es una medida del rendimiento de un sistema de reconocimiento automático de patrones (ARP) que mide la probabilidad de que el AR.;"Enciclopedia Libre Universal en Español <a href=""http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II"" target=""_blank"">http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II</a> <br>A. K. Jain et al., Biometrics: A grand Challenge, Proceedings of International Conference on Pattern Recognition, Cambridge, UK., agosto de 2004, apartado 2.1 (en inglés) <a href=""http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf"" target=""_blank"">http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf</a>";"Variants: tasa de falso rechazo | Domains: EDUCATION AND COMMUNICATIONS | Context: En un estudio de investigación, el error tipo I es el error que se comete cuando el investigador rechaza la hipótesis nula (en el caso de la biometría, la correspondencia de la persona considerada con su perfil registrado) siendo ésta verdadera. | Ref: Enciclopedia Libre Universal en Español <a href=""http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II"" target=""_blank"">http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II</a> <br>A. K. Jain et al., Biometrics: A grand Challenge, Proceedings of International Conference on Pattern Recognition, Cambridge, UK., agosto de 2004, apartado 2.1 (en inglés) <a href=""http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf"" target=""_blank"">http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf</a>"
disponibilidad del equipo lógico;``` La disponibilidad del equipo lógico se refiere a la capacidad de un sistema informático o una red de computadoras para proporcionar acceso a los r.;TIBI-CENTAURUS;Variants: disponibilidad del equipo lógico | Domains: EDUCATION AND COMMUNICATIONS | Context: probabilidad de que el programa funcione con éxito, según las especificaciones, en un punto dado en el tiempo | Ref: TIBI-CENTAURUS
refinamiento paso a paso;## refinamiento paso a paso ### procesamiento de datos #### definición - #### ejemplos - #### notas - #### referencias - #### definición - #### ejempl.;TIBI-CENTAURUS;Variants: refinamiento paso a paso | Domains: EDUCATION AND COMMUNICATIONS | Context: metodología de desarrollo de un sistema según la cual la definición de los datos y las etapas del proceso están determinadas primero de modo amplio y luego con niveles crecientes de detalle | Ref: TIBI-CENTAURUS
