term;definition;source;info_semantica
representación distribuida;"modelo en el cual el conocimiento de cualquier patrón individual no se almacena en las conexiones de una unidad especial reservada para ese patrón, sino que está distribuido en conexiones entre un gran número de unidades de proceso; 2) modelo en el cual cada entidad está representada por un patrón de actividad distribuido en muchos elementos computacionales y cada elemento computacional está implicado en representar muchas entidades diferentes";TIBI-CENTAURUS;"Variants: representación distribuida | Domains: EDUCATION AND COMMUNICATIONS | Context: modelo en el cual el conocimiento de cualquier patrón individual no se almacena en las conexiones de una unidad especial reservada para ese patrón, sino que está distribuido en conexiones entre un gran número de unidades de proceso; 2) modelo en el cual cada entidad está representada por un patrón de actividad distribuido en muchos elementos computacionales y cada elemento computacional está implicado en representar muchas entidades diferentes | Ref: TIBI-CENTAURUS"
notación Iverson;conjunto especial de símbolos destinados a describir la estructura formal de los lenguajes de ordenador;Termcat;Variants: notación Iverson | Domains: EDUCATION AND COMMUNICATIONS | Context: conjunto especial de símbolos destinados a describir la estructura formal de los lenguajes de ordenador | Ref: Termcat
balanceo;proceso de sumar módulo 2 un contador a una clave;Profs.A.Ribagorda Garnacho/J. Fernández González;Variants: balanceo | Domains: EDUCATION AND COMMUNICATIONS | Context: proceso de sumar módulo 2 un contador a una clave | Ref: Profs.A.Ribagorda Garnacho/J. Fernández González
partición a frecuencia elevada;configuración de sistema de banda ancha caracterizada por amplificadores bidireccionales en los que las señales de frecuencias de 5 MHz a 174 MHz se retransmiten en el sentido de retorno y las señales de frecuencias de 234 MHz para arriba se retransmiten en sentido de ida;A. Soto López, Ing. de Sistemas, Alcatel Standard Eléctrica, SA, Madrid, 1994;Variants: partición a frecuencia elevada | Domains: EDUCATION AND COMMUNICATIONS | Context: configuración de sistema de banda ancha caracterizada por amplificadores bidireccionales en los que las señales de frecuencias de 5 MHz a 174 MHz se retransmiten en el sentido de retorno y las señales de frecuencias de 234 MHz para arriba se retransmiten en sentido de ida | Ref: A. Soto López, Ing. de Sistemas, Alcatel Standard Eléctrica, SA, Madrid, 1994
modelo;en un lenguaje de programación, descripción de una serie de caracteres en la que cada posición se le ha asociado un símbolo que representa las propiedades del carácter que puede ocupar esa posición;Propuesta de norma UNE 71-012,1987;Variants: modelo | Domains: EDUCATION AND COMMUNICATIONS | Context: en un lenguaje de programación, descripción de una serie de caracteres en la que cada posición se le ha asociado un símbolo que representa las propiedades del carácter que puede ocupar esa posición | Ref: Propuesta de norma UNE 71-012,1987
conectividad digital;Capacidad de acceso a tecnologías digitales y de uso de las mismas para conectarse a internet y compartir datos.;"Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<div>Duarte, F. y Pires, H. F.: <a href=""http://www.ub.edu/geocrit/aracne/aracne-150.htm"" target=""_blank"">«Inclusión digital, tres conceptos clave: conectividad, accesibilidad, comunicabilidad»<time datetime=""12.10.2021""> (12.10.2021)</time></a>, <i>Ar@cne<br>REVISTA ELECTRÓNICA DE RECURSOS EN INTERNET<br>SOBRE GEOGRAFÍA Y CIENCIAS SOCIALES, </i>n.º 150, 1.8.2011, Universidad de Barcelona.</div>";"Variants: conectividad digital | Domains: EDUCATION AND COMMUNICATIONS | Context: Capacidad de acceso a tecnologías digitales y de uso de las mismas para conectarse a internet y compartir datos. | Ref: Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<div>Duarte, F. y Pires, H. F.: <a href=""http://www.ub.edu/geocrit/aracne/aracne-150.htm"" target=""_blank"">«Inclusión digital, tres conceptos clave: conectividad, accesibilidad, comunicabilidad»<time datetime=""12.10.2021""> (12.10.2021)</time></a>, <i>Ar@cne<br>REVISTA ELECTRÓNICA DE RECURSOS EN INTERNET<br>SOBRE GEOGRAFÍA Y CIENCIAS SOCIALES, </i>n.º 150, 1.8.2011, Universidad de Barcelona.</div>"
separador de grupo;Carácter de control ASCII número 29 que se usa para separar grupos de caracteres.;Consejo-ES;Variants: separador de grupo | Domains: EDUCATION AND COMMUNICATIONS | Context: Carácter de control ASCII número 29 que se usa para separar grupos de caracteres. | Ref: Consejo-ES
descriptor de datos;puntero que indica la posición en memoria de un elemento de datos;Termcat;Variants: descriptor de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: puntero que indica la posición en memoria de un elemento de datos | Ref: Termcat
soporte físico;Partes físicas, tangibles, de un sistema informático, sus componentes eléctricos, electrónicos, electromecánicos y mecánicos.;"<i>Wikipedia</i>, <a href=""https://es.wikipedia.org/wiki/Hardware"" target=""_blank""><i>hardware</i> <time datetime=""13.3.2023""> (13.3.2023)</time></a>.";"Variants: soporte físico | Domains: EDUCATION AND COMMUNICATIONS | Context: Partes físicas, tangibles, de un sistema informático, sus componentes eléctricos, electrónicos, electromecánicos y mecánicos. | Ref: <i>Wikipedia</i>, <a href=""https://es.wikipedia.org/wiki/Hardware"" target=""_blank""><i>hardware</i> <time datetime=""13.3.2023""> (13.3.2023)</time></a>."
tiempo de adición;tiempo requerido en un ordenador digital para realizar una suma, sin incluir el tiempo necesario para obtener las cantidades desde la memoria, ni el de devolver el resultado a la memoria;Termcat;Variants: tiempo de adición | Domains: EDUCATION AND COMMUNICATIONS | Context: tiempo requerido en un ordenador digital para realizar una suma, sin incluir el tiempo necesario para obtener las cantidades desde la memoria, ni el de devolver el resultado a la memoria | Ref: Termcat
elemento de equipo lógico;parte fundamental de un sistema o de un programa;Mundo científico, mayo 1985;Variants: elemento de equipo lógico | Domains: EDUCATION AND COMMUNICATIONS | Context: parte fundamental de un sistema o de un programa | Ref: Mundo científico, mayo 1985
proveedor de contenidos de internet;Toda persona, empresa o profesional que publica con regularidad información de cualquier tipo en internet, ya sea utilizando recursos propios o sirviéndose de los suministrados por un proveedor de acceso.;"Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<p>- Consumoteca&gt;Telecomunicaciones&gt;Internet <a href=""https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/"" target=""_blank"">https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/</a> [13.11.2017]</p><p>- Cordero, J.A.: La mediación de la información en Internet: evolución, tendencias y riesgos, Revista DÍGITOS n.º 1/2015 <a href=""https://revistadigitos.com/index.php/digitos/article/view/1"" target=""_blank"">https://revistadigitos.com/index.php/digitos/article/view/1</a> [13.11.2017]</p>";"Variants: proveedor de contenidos de internet | Domains: EDUCATION AND COMMUNICATIONS | Context: Toda persona, empresa o profesional que publica con regularidad información de cualquier tipo en internet, ya sea utilizando recursos propios o sirviéndose de los suministrados por un proveedor de acceso. | Ref: Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<p>- Consumoteca&gt;Telecomunicaciones&gt;Internet <a href=""https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/"" target=""_blank"">https://www.consumoteca.com/telecomunicaciones/internet/proveedor-de-contenido/</a> [13.11.2017]</p><p>- Cordero, J.A.: La mediación de la información en Internet: evolución, tendencias y riesgos, Revista DÍGITOS n.º 1/2015 <a href=""https://revistadigitos.com/index.php/digitos/article/view/1"" target=""_blank"">https://revistadigitos.com/index.php/digitos/article/view/1</a> [13.11.2017]</p>"
ecuaciones independientes;conjunto de ecuaciones ninguna de las cuales puede ser expresada como una combinación lineal de las otras;J.A. Alonso y J.M. Otero, Ingenieros;Variants: ecuaciones independientes | Domains: EDUCATION AND COMMUNICATIONS | Context: conjunto de ecuaciones ninguna de las cuales puede ser expresada como una combinación lineal de las otras | Ref: J.A. Alonso y J.M. Otero, Ingenieros
registrador;Persona o entidad que proporciona a los interesados servicios de registro de nombres de dominio «.eu».;"COM-ES, basado en: <br>Reglamento (CE) n.° 733/2002 del Parlamento Europeo y del Consejo, de 22 de abril de 2002, relativo a la aplicación del dominio de primer nivel «.eu», <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32002R0733"" target=""_blank"">CELEX:32002R0733/ES</a>";"Variants: registrador | Domains: EDUCATION AND COMMUNICATIONS | Context: Persona o entidad que proporciona a los interesados servicios de registro de nombres de dominio «.eu». | Ref: COM-ES, basado en: <br>Reglamento (CE) n.° 733/2002 del Parlamento Europeo y del Consejo, de 22 de abril de 2002, relativo a la aplicación del dominio de primer nivel «.eu», <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32002R0733"" target=""_blank"">CELEX:32002R0733/ES</a>"
método de dispersión;Método que permite encontrar, con el mínimo esfuerzo, una clave dada dentro de un conjunto de elementos, aplicando cálculos o transformaciones aritméticas sobre la clave buscada para producir directamente una dirección en una tabla o archivo de acceso directo.;"Blog de Martín Cruz, «Blogueando sobre programación», <a href=""http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html"" target=""_blank"">http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html</a> [17.11.2017]";"Variants: método de dispersión | Domains: EDUCATION AND COMMUNICATIONS | Context: Método que permite encontrar, con el mínimo esfuerzo, una clave dada dentro de un conjunto de elementos, aplicando cálculos o transformaciones aritméticas sobre la clave buscada para producir directamente una dirección en una tabla o archivo de acceso directo. | Ref: Blog de Martín Cruz, «Blogueando sobre programación», <a href=""http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html"" target=""_blank"">http://blog.martincruz.me/2013/03/metodo-de-dispersion-hashing-en-c.html</a> [17.11.2017]"
palabra de datos;unidad de datos almacenada en una palabra simple;J.A. Alonso y J.M. Otero, Ingenieros;Variants: palabra de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: unidad de datos almacenada en una palabra simple | Ref: J.A. Alonso y J.M. Otero, Ingenieros
función (N);parte de la actividad de las entidades (N);CCITT, Libro rojo, X. 200;Variants: función (N) | Domains: EDUCATION AND COMMUNICATIONS | Context: parte de la actividad de las entidades (N) | Ref: CCITT, Libro rojo, X. 200
actividad; empleo o modificación de la información contenida en un archivo; J.A. Alonso y J.M. Otero, Ingenieros.;Variants: actividad | Domains: EDUCATION AND COMMUNICATIONS | Context: empleo o modificación de la información contenida en un archivo | Ref: J.A. Alonso y J.M. Otero, Ingenieros.
registro de estado;registro utilizado en un ordenador para guardar la información sobre el estado de una unidad funcional como, por ejemplo, un microprocesador, un controlador de disco flexible o un controlador de acceso directo a memoria;Termcat;Variants: registro de estado | Domains: EDUCATION AND COMMUNICATIONS | Context: registro utilizado en un ordenador para guardar la información sobre el estado de una unidad funcional como, por ejemplo, un microprocesador, un controlador de disco flexible o un controlador de acceso directo a memoria | Ref: Termcat
registro de datos;Huella electrónica que deja una persona, empresa, etc. al realizar actividades u operaciones en línea.;Consejo-ES, a partir de Council-EN.;Variants: registro de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: Huella electrónica que deja una persona, empresa, etc. al realizar actividades u operaciones en línea. | Ref: Consejo-ES, a partir de Council-EN.
supercomputación;Realización de cálculos numéricos a gran escala, tanto en volumen de datos como en velocidad de procesado, mediante ordenadores de gran potencia denominados «superordenadores».;"COM-ES, basado en «10 respuestas a la supercomputación», El Cultural, <a href=""https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153"" target=""_blank"">https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153</a> [6.7.2018]";"Variants: supercomputación | Domains: EDUCATION AND COMMUNICATIONS | Context: Realización de cálculos numéricos a gran escala, tanto en volumen de datos como en velocidad de procesado, mediante ordenadores de gran potencia denominados «superordenadores». | Ref: COM-ES, basado en «10 respuestas a la supercomputación», El Cultural, <a href=""https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153"" target=""_blank"">https://www.elcultural.com/revista/ciencia/10-respuestas-a-la-supercomputacion/9153</a> [6.7.2018]"
réplica; Función que permite transferir contenidos desde un dispositivo electrónico a otro, generalmente desde un dispositivo móvil a un ordenador o un televisor;COM-ES a partir de la Recomendación de la Fundéu de 13 de agosto de 2018, https://www.fundeu.es/recomendacion/duplicar-o-enviar-alternativas-a-screen-mirroring/ [16.08.2018];Variants: réplica | Domains: EDUCATION AND COMMUNICATIONS | Context: Función que permite transferir contenidos desde un dispositivo electrónico a otro, generalmente desde un dispositivo móvil a un ordenador o un televisor | Ref: COM-ES a partir de la Recomendación de la Fundéu de 13 de agosto de 2018, https://www.fundeu.es/recomendacion/duplicar-o-enviar-alternativas-a-screen-mirroring/ [16.08.2018]
objetivo de evaluación;sistema o producto de T.I. que se somete a una evaluación de seguridad;Profs A. Ribagorda Garnacho/J. Fernández González;Variants: objetivo de evaluación | Domains: EDUCATION AND COMMUNICATIONS | Context: sistema o producto de T.I. que se somete a una evaluación de seguridad | Ref: Profs A. Ribagorda Garnacho/J. Fernández González
tasa de falso rechazo;En un estudio de investigación, el error tipo I es el error que se comete cuando el investigador rechaza la hipótesis nula (en el caso de la biometría, la correspondencia de la persona considerada con su perfil registrado) siendo ésta verdadera.;"Enciclopedia Libre Universal en Español <a href=""http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II"" target=""_blank"">http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II</a> <br>A. K. Jain et al., Biometrics: A grand Challenge, Proceedings of International Conference on Pattern Recognition, Cambridge, UK., agosto de 2004, apartado 2.1 (en inglés) <a href=""http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf"" target=""_blank"">http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf</a>";"Variants: tasa de falso rechazo | Domains: EDUCATION AND COMMUNICATIONS | Context: En un estudio de investigación, el error tipo I es el error que se comete cuando el investigador rechaza la hipótesis nula (en el caso de la biometría, la correspondencia de la persona considerada con su perfil registrado) siendo ésta verdadera. | Ref: Enciclopedia Libre Universal en Español <a href=""http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II"" target=""_blank"">http://enciclopedia.us.es/index.php/Error_tipo_I_y_tipo_II</a> <br>A. K. Jain et al., Biometrics: A grand Challenge, Proceedings of International Conference on Pattern Recognition, Cambridge, UK., agosto de 2004, apartado 2.1 (en inglés) <a href=""http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf"" target=""_blank"">http://biometrics.cse.msu.edu/biometricsgrandchallenge.pdf</a>"
disponibilidad del equipo lógico;probabilidad de que el programa funcione con éxito, según las especificaciones, en un punto dado en el tiempo;TIBI-CENTAURUS;Variants: disponibilidad del equipo lógico | Domains: EDUCATION AND COMMUNICATIONS | Context: probabilidad de que el programa funcione con éxito, según las especificaciones, en un punto dado en el tiempo | Ref: TIBI-CENTAURUS
refinamiento paso a paso;metodología de desarrollo de un sistema según la cual la definición de los datos y las etapas del proceso están determinadas primero de modo amplio y luego con niveles crecientes de detalle;TIBI-CENTAURUS;Variants: refinamiento paso a paso | Domains: EDUCATION AND COMMUNICATIONS | Context: metodología de desarrollo de un sistema según la cual la definición de los datos y las etapas del proceso están determinadas primero de modo amplio y luego con niveles crecientes de detalle | Ref: TIBI-CENTAURUS
infraestructura de clave pública;Conjunto de personas, políticas, procedimientos y sistemas informáticos necesarios para la prestación de servicios de autenticación, encriptado, integridad y no repudio por medio de criptografía de claves públicas y privadas y certificados electrónicos.;"<a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013D0001(01)"" target=""_blank"">2013/132/UE: Decisión del Banco Central Europeo, de 11 de enero de 2013 , por la que se establece el marco de una infraestructura de clave pública para el Sistema Europeo de Bancos Centrales (BCE/2013/1) (DO L 74 de 16.3.2013, p. 30)<br></a>";"Variants: infraestructura de clave pública | Domains: EDUCATION AND COMMUNICATIONS | Context: Conjunto de personas, políticas, procedimientos y sistemas informáticos necesarios para la prestación de servicios de autenticación, encriptado, integridad y no repudio por medio de criptografía de claves públicas y privadas y certificados electrónicos. | Ref: <a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013D0001(01)"" target=""_blank"">2013/132/UE: Decisión del Banco Central Europeo, de 11 de enero de 2013 , por la que se establece el marco de una infraestructura de clave pública para el Sistema Europeo de Bancos Centrales (BCE/2013/1) (DO L 74 de 16.3.2013, p. 30)<br></a>"
aumento de la memoria;memoria de ordenador que se añade externamente y que es totalmente compatible con el sistema informático;J.A. Alonso y J.M. Otero, Ingenieros;Variants: aumento de la memoria | Domains: EDUCATION AND COMMUNICATIONS | Context: memoria de ordenador que se añade externamente y que es totalmente compatible con el sistema informático | Ref: J.A. Alonso y J.M. Otero, Ingenieros
