term;definition;source;info_semantica
requerimientos de recursos propios por riesgo específico;Requerimientos de recursos propios por riesgo específico: No hay información suficiente para definir el término.;"Consejo-ES; véase Banco de Pagos Internacionales, Comité de Supervisión Bancaria de Basilea: Enmienda al Acuerdo de Capital para incorporar riesgos de mercado, punto I.b)11 <a href=""http://www.bis.org/publ/bcbs119es.pdf"" target=""_blank"">http://www.bis.org/publ/bcbs119es.pdf</a>";"Variants: requerimientos de recursos propios por riesgo específico | Domains: FINANCE | Context: Requisito de capital propio exigible a una entidad financiera para protegerse frente a movimientos adversos en el precio de un valor debido a factores relacionados con su emisor. Se calcula separadamente del requisito de capital para protegerse frente al riesgo general de mercado. | Ref: Consejo-ES; véase Banco de Pagos Internacionales, Comité de Supervisión Bancaria de Basilea: Enmienda al Acuerdo de Capital para incorporar riesgos de mercado, punto I.b)11 http://www.bis.org/publ/bcbs119es.pdf"
venta verdadera;La venta verdadera se refiere a la transferencia o asignación efectiva de la propiedad de las exposiciones subyacentes a un vehículo especializado en titulizaciones.;"Propuesta de Reglamento del Parlamento Europeo y del Consejo por el que se establecen normas comunes sobre la titulización y se crea un marco europeo para la titulización simple, transparente y normalizada, y por el que se modifican las Directivas 2009/65/CE, 2009/138/CE y 2011/61/UE y los Reglamentos (CE) nº 1060/2009 y (UE) nº 648/2012, COM(2015) 0472 final, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:52015PC0472"" target=""_blank"">CELEX:52015PC0472/ES</a> [30.11.2015]";Variants: venta verdadera | Domains: FINANCE | Context: Titulización por la cual la propiedad de las exposiciones subyacentes se transfiere o se asigna de forma efectiva a un vehículo especializado en titulizaciones. | Ref: Propuesta de Reglamento del Parlamento Europeo y del Consejo por el que se establecen normas comunes sobre la titulización y se crea un marco europeo para la titulización simple, transparente y normalizada, y por el que se modifican las Directivas 2009/65/CE, 2009/138/CE y 2011/61/UE y los Reglamentos (CE) nº 1060/2009 y (UE) nº 648/2012, COM(2015) 0472 final, CELEX:52015PC0472/ES [30.11.2015]
ayuda financiera intragrupo;La ayuda financiera intragrupo se refiere a la asistencia económica proporcionada por una empresa matriz a sus filiales, entre filiales de un grupo o desde las filiales hacia la empresa matriz, mediante préstamos, garantías, suministros de activos como garantía o cualquier combinación de estos mecanismos financieros. Esta definición está basada en la directiva europea sobre recuperación y resolución de entidades de crédito y empresas de servicios de inversión.;"COM-ES, a partir de:<div><a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:02014L0059-20210626"" target=""_blank"">Directiva 2014/59/UE del Parlamento Europeo y del Consejo por la que se establece un marco para la recuperación y la resolución de entidades de crédito y empresas de servicios de inversión</a>, artículo 19 (DO L 173 de 12.6.2014, p. 190)</div>";Variants: ayuda financiera intragrupo | Domains: FINANCE | Context: Ayuda financiera de una empresa matriz a sus filiales, de las filiales a la empresa matriz o entre filiales de un grupo, en forma de préstamo, concesión de garantías, suministro de activos para uso como garantía, o cualquier combinación de estas formas de ayuda financiera. | Ref: COM-ES, a partir de: Directiva 2014/59/UE del Parlamento Europeo y del Consejo por la que se establece un marco para la recuperación y la resolución de entidades de crédito y empresas de servicios de inversión , artículo 19 (DO L 173 de 12.6.2014, p. 190)
deuda prioritaria;La deuda prioritaria se refiere a un título de crédito que tiene prioridad en el pago sobre otros en caso de insolvencia o liquidación del deudor. Es decir, en situaciones de dificultad financiera, esta deuda debe ser pagada antes que otras deudas. La prioridad de este tipo de deuda está establecida generalmente por ley o acuerdo contractual.;Consejo-ES;Variants: deuda prioritaria | Domains: FINANCE | Context: Título de crédito cuyo pago tiene prelación respecto de otros en caso de insolvencia o liquidación del deudor. | Ref: Consejo-ES
liquidación por compensación exigible anticipadamente;"El término ""liquidación por compensación exigible anticipadamente"" hace referencia a una forma especial de compensación que surge debido a ciertos acontecimientos predefinidos, como una falta de pago. Su objetivo es reducir el riesgo asociado con contratos abiertos si se cumplen determinadas condiciones específicas establecidas en el contrato antes de la fecha de liquidación. En caso de que se produzca un evento de ejecución, se acelera el vencimiento de las obligaciones de las partes, convirtiéndolas en inmediatamente ejecutables o extinguibles, siendo sustituidas por una sola deuda neta.";"Consejo-ES; véase Directiva por la que se establece un marco para la reestructuración y la resolución de entidades de crédito y empresas de servicios de inversión (...), art. 2.1.98 <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32014L0059"" target=""_blank"">CELEX:32014L0059/ES</a>";"Variants: liquidación por compensación exigible anticipadamente | Domains: FINANCE | Context: Forma especial de compensación que surge a raíz de ciertos acontecimientos predefinidos, tales como una falta de pago. Está destinada a reducir la extensión del riesgo sobre contratos abiertos si se cumplen ciertas condiciones especificadas por el contrato antes de la fecha de liquidación. Si se produce un supuesto de ejecución (independientemente de cómo o dónde se defina), se adelanta el vencimiento de las obligaciones de las partes de modo que sean inmediatamente ejecutables o se extingan, convirtiéndose o quedando sustituidas las obligaciones en ambos casos por una única deuda neta. | Ref: Consejo-ES; véase Directiva por la que se establece un marco para la reestructuración y la resolución de entidades de crédito y empresas de servicios de inversión (...), art. 2.1.98 CELEX:32014L0059/ES"
cooperativa de crédito;"""Cooperativa de crédito""";"Consejo-ES, a partir del sitio web de la Unión Nacional de Cooperativas de Crédito ˃ <a href=""https://www.unacc.com/sector-de-cooperativas-de-credito/faq/#toggle-id-14"" target=""_blank"">Preguntas frecuentes<time datetime=""23.6.2020""> (23.6.2020)</time></a>.";Variants: cooperativa de crédito | Domains: FINANCE | Context: Sociedades cooperativas con personalidad jurídica y condición de entidades de crédito, cuyo objeto social es servir a las necesidades financieras de sus socios y de terceros mediante el ejercicio de las actividades propias de las entidades de crédito. Están autorizadas por tanto para captar fondos reembolsables de socios y de clientes en general, por ejemplo en forma de depósitos, y utilizarlos para conceder préstamos o créditos. | Ref: Consejo-ES, a partir del sitio web de la Unión Nacional de Cooperativas de Crédito ˃ Preguntas frecuentes (23.6.2020) .
plazo de reembolso;"La definición del término ""plazo de reembolso"" no está claramente establecida en la información proporcionada. Sin embargo, basándome en el contexto semántico relacionado con sistemas de garantía de depósitos e instituciones financieras, puedo intentar proporcionar una definición aproximada.";"Consejo-ES; véase la Directiva 2014/49/UE relativa a los sistemas de garantía de depósitos (refundición), art. 8 (DO L 173/2014, p. 149) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:02014L0049-20140702"" target=""_blank"">CELEX:02014L0049-20140702/ES</a>";"Variants: plazo de reembolso | Domains: FINANCE | Context: Plazo en el que un sistema de garantía de depósitos IATE:874803 debe satisfacer las reclamaciones de depositantes IATE:856665 relativas a depósitos no disponibles IATE:1443526 . | Ref: Consejo-ES; véase la Directiva 2014/49/UE relativa a los sistemas de garantía de depósitos (refundición), art. 8 (DO L 173/2014, p. 149) CELEX:02014L0049-20140702/ES"
BCN gestor;Es un contrato entre una entidad financiera (banco) y un cliente, donde este último es titular de una cuenta y puede realizar operaciones;"Orientación del Banco Central Europeo, de 26 de abril de 2007, sobre el sistema automatizado transeuropeo de transferencia urgente para la liquidación bruta en tiempo real (TARGET2) (BCE/2007/2), <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32007O0002"" target=""_blank"">CELEX:32007O0002/ES</a>";Variants: BCN gestor | Domains: FINANCE | Context: BCN AL [ IATE:3528083 ] del sistema integrante de TARGET2 en el que participa el gestor del grupo AL [ IATE:3528079 ]. | Ref: Orientación del Banco Central Europeo, de 26 de abril de 2007, sobre el sistema automatizado transeuropeo de transferencia urgente para la liquidación bruta en tiempo real (TARGET2) (BCE/2007/2), CELEX:32007O0002/ES
salida neta de liquidez;La salida neta de liquidez es el monto total de los pagos de principal e intereses y los pagos en virtud de contratos de derivados del programa de bonos garantizados, después de deducir las entradas procedentes de los activos del conjunto de cobertura.;"Propuesta de Directiva del Parlamento Europeo y del Consejo sobre la emisión de bonos garantizados y la supervisión pública de los bonos garantizados, y por la que se modifican la Directiva 2009/65/CE y la Directiva 2014/59/UE, COM(2018) 94 final, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:52018PC0094"" target=""_blank"">CELEX:52018PC0094/ES</a> [17.1.2018]";Variants: salida neta de liquidez | Domains: FINANCE | Context: Todos los pasivos, incluidos los pagos de principal e intereses y los pagos en virtud de contratos de derivados, del programa de bonos garantizados, una vez deducidas las entradas procedentes de los activos del conjunto de cobertura [ IATE:3524199 ]. | Ref: Propuesta de Directiva del Parlamento Europeo y del Consejo sobre la emisión de bonos garantizados y la supervisión pública de los bonos garantizados, y por la que se modifican la Directiva 2009/65/CE y la Directiva 2014/59/UE, COM(2018) 94 final, CELEX:52018PC0094/ES [17.1.2018]
agencia externa de calificación crediticia designada;La agencia externa de calificación crediticia designada es una organización independiente encargada de evaluar y asignar calificaciones crediticias a las entidades de crédito, lo que ayuda a determinar su capacidad para cumplir sus obligaciones financieras.;"Reglamento (UE) n.º 575/2013 del Parlamento Europeo y del Consejo, de 26 de junio de 2013, sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión, y por el que se modifica el Reglamento (UE) n.º 648/2012 (Texto pertinente a efectos del EEE), <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:02013R0575-20150118"" target=""_blank"">CELEX:02013R0575-20150118/ES</a> [21.6.2016]";Variants: agencia externa de calificación crediticia designada | Domains: FINANCE | Context: Agencia externa de calificación crediticia [ IATE:2213655 ] designada por una entidad. | Ref: Reglamento (UE) n.º 575/2013 del Parlamento Europeo y del Consejo, de 26 de junio de 2013, sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión, y por el que se modifica el Reglamento (UE) n.º 648/2012 (Texto pertinente a efectos del EEE), CELEX:02013R0575-20150118/ES [21.6.2016]
cuenta bancaria;La cuenta bancaria es un contrato entre una entidad bancaria y un cliente por el cual el cliente es acreedor o deudor de la entidad bancaria.;"<a href=""http://diccionarioempresarial.wolterskluwer.es/Content/Documento.aspx?params=H4sIAAAAAAAEAMtMSbF1jTAAASNjAzNztbLUouLM_DzbsMz01LySVAADji-vIAAAAA==WKE"" target=""_blank""><i> Diccionario empresarial </i><time datetime=""17.9.2019""> (17.9.2019)</time></a> Wolters Kluwer";Variants: cuenta bancaria | Domains: FINANCE | Context: Expresión referida a los distintos contratos que se pueden firmar entre una entidad bancaria y un cliente, por los que el segundo es acreedor o deudor de la primera. | Ref: Diccionario empresarial (17.9.2019) Wolters Kluwer
valor preferente;El valor preferente es un título o valor con prelación respecto de otros títulos o valores en la estructura de capital de la compañía emisora.;"COM-ES a partir de diversas fuentes y, en particular, del <i>Diccionario de términos contables</i> de la Fundación Universitaria San Martín (Colombia), <a href=""http://www.sanmartin.edu.co/academicos_new/contaduria/diccionario/DICCIONARIO_DE_TERMINOS_CONTABLES_S-Z.doc."" target=""_blank"">http://www.sanmartin.edu.co/academicos_new/contaduria/diccionario/DICCIONARIO_DE_TERMINOS_CONTABLES_S-Z.doc.</a> [17.9.2015]";Variants: valor preferente | Domains: FINANCE | Context: Título o valor con prelación respecto de otros títulos o valores en la estructura de capital de la compañía emisora. | Ref: COM-ES a partir de diversas fuentes y, en particular, del Diccionario de términos contables de la Fundación Universitaria San Martín (Colombia), http://www.sanmartin.edu.co/academicos_new/contaduria/diccionario/DICCIONARIO_DE_TERMINOS_CONTABLES_S-Z.doc. [17.9.2015]
entidad de crédito;La entidad de crédito es una empresa que recibe depósitos y concede créditos por cuenta propia.;"<a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013R0575"" target=""_blank"">Reglamento (UE) n. ° 575/2013 sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión, y por el que se modifica el Reglamento (UE) n ° 648/2012</a>, DO L 176 de 27.6.2013, p. 1, art. 4.1) (Definiciones)";Variants: entidad de crédito | Domains: FINANCE | Context: Empresa cuya actividad consiste en recibir del público depósitos u otros fondos reembolsables y en conceder créditos por cuenta propia. | Ref: Reglamento (UE) n. ° 575/2013 sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión, y por el que se modifica el Reglamento (UE) n ° 648/2012 , DO L 176 de 27.6.2013, p. 1, art. 4.1) (Definiciones)
entidad originadora;La entidad originadora es una empresa que crea las obligaciones u obligaciones potenciales del acreedor o acreedor potencial y da lugar a la titulización de la exposición.;"Directiva 2006/48/CE relativa al acceso a la actividad de las entidades de crédito y a su ejercicio (refundición) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32006L0048"" target=""_blank"">CELEX:32006L0048/ES</a>";"Variants: entidad originadora | Domains: FINANCE | Context: Entidad que, por sí misma o a través de entidades conexas, ha participado directa o indirectamente en el acuerdo inicial que creó las obligaciones u obligaciones potenciales del acreedor o acreedor potencial y que dio lugar a la titulización de la exposición; o entidad que adquiere las exposiciones de un tercero, las incluye en su balance y a continuación las tituliza. | Ref: Directiva 2006/48/CE relativa al acceso a la actividad de las entidades de crédito y a su ejercicio (refundición) CELEX:32006L0048/ES"
protección del inversor;"El término ""protección del inversor"" hace referencia a medidas destinadas a garantizar que las entidades financieras actúen de manera transparente, objetiva y respetando los intereses de sus clientes, mediante la implementación de regulaciones y normativas que promueven la integridad y la confianza en el mercado financiero.";"Consejo-ES a partir de diversas fuentes. Véase, por ejemplo:<p>- Comisión Nacional del Mercado de Valores (CNMV), Guía informativa sobre la DMIF <a href=""https://www.esma.europa.eu/sites/default/files/library/2015/11/08_003_uu_spanish.pdf"" target=""_blank"">https://www.esma.europa.eu/sites/default/files/library/2015/11/08_003_uu_spanish.pdf</a> [22.11.2018]</p><p>- Directiva 2014/65/UE del Parlamento Europeo y del Consejo relativa a los mercados de instrumentos financieros, sección 2 (artículos 24 a 30) (DO L 173/2014, p. 349) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32014L0065"" target=""_blank"">CELEX:32014L0065/ES</a></p>";Variants: protección del inversor | Domains: FINANCE | Context: Medidas que fomentan que las entidades financieras actúen de manera honesta, imparcial y profesional al prestar servicios de inversión. | Ref: Consejo-ES a partir de diversas fuentes. Véase, por ejemplo: - Comisión Nacional del Mercado de Valores (CNMV), Guía informativa sobre la DMIF https://www.esma.europa.eu/sites/default/files/library/2015/11/08_003_uu_spanish.pdf [22.11.2018] - Directiva 2014/65/UE del Parlamento Europeo y del Consejo relativa a los mercados de instrumentos financieros, sección 2 (artículos 24 a 30) (DO L 173/2014, p. 349) CELEX:32014L0065/ES
conjunto de posiciones compensables;"El término ""conjunto de posiciones compensables"" se refiere a un grupo de posiciones de riesgo derivadas de las operaciones que pertenecen a un mismo conjunto de operaciones compensables, utilizado para determinar el valor de exposición con arreglo al método estándar, cuando únicamente se utilice el saldo de dichas posiciones de riesgo. Este concepto es relevante en el contexto financiero, específicamente en la regulación de las entidades de crédito y las empresas de inversión, como se establece en el Reglamento (UE) n.° 575/2013. En resumen, se trata de un conjunto de posiciones que pueden ser compensadas entre sí, lo que permite simplificar la evaluación del riesgo asociado a ellas.";"<a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?qid=1592555177525&amp;uri=CELEX:02013R0575-20191225"" target=""_blank"">Reglamento (UE) n.° 575/2013 sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión (consolidado a 25.12.2019)</a> (DO L 176 de 27.6.2013, p. 1).";Variants: conjunto de posiciones compensables | Domains: FINANCE | Context: Grupo de posiciones de riesgo derivadas de las operaciones que pertenecen a un mismo conjunto de operaciones compensables , cuando únicamente se utilice, para determinar el valor de exposición con arreglo al método estándar, el saldo de dichas posiciones de riesgo. | Ref: Reglamento (UE) n.° 575/2013 sobre los requisitos prudenciales de las entidades de crédito y las empresas de inversión (consolidado a 25.12.2019) (DO L 176 de 27.6.2013, p. 1).
capacidad crediticia;Capacidad crediticia: La capacidad de una persona natural o jurídica para hacer frente a sus obligaciones de pago a medida que estas van venciendo.;"Glosario de términos de los Acuerdos de Capital de Basilea I y II <a href=""http://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;frm=1&amp;source=web&amp;cd=4&amp;sqi=2&amp;ved=0CDIQFjAD&amp;url=http%3A%2F%2Fwww.asba-supervision.org%2Findex.php%3Foption%3Dcom_docman%26task%3Ddoc_download%26gid%3D331%26Itemid%3D6%26lang%3Des&amp;ei=4zgQT6LaFMaC8gOcqeGGBA&amp;usg=AFQjCNHVFtIbbLqZTBmaumszkW8bTQ0UuQ&amp;sig2=agscOZuyv_QUmRg97UQ9Pw"" target=""_blank"">http://www.google.com/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;frm=1&amp;source=web&amp;cd=4&amp;sqi=2&amp;ved=0CDIQFjAD&amp;url=http%3A%2F%2Fwww.asba-supervision.org%2Findex.php%3Foption%3Dcom_docman%26task%3Ddoc_download%26gid%3D331%26Itemid%3D6%26lang%3Des&amp;ei=4zgQT6LaFMaC8gOcqeGGBA&amp;usg=AFQjCNHVFtIbbLqZTBmaumszkW8bTQ0UuQ&amp;sig2=agscOZuyv_QUmRg97UQ9Pw</a>";Variants: capacidad crediticia | Domains: FINANCE | Context: Capacidad de una persona natural o jurídica para hacer frente a sus obligaciones de pago a medida que estas van venciendo. | Ref: Glosario de términos de los Acuerdos de Capital de Basilea I y II http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=4&sqi=2&ved=0CDIQFjAD&url=http%3A%2F%2Fwww.asba-supervision.org%2Findex.php%3Foption%3Dcom_docman%26task%3Ddoc_download%26gid%3D331%26Itemid%3D6%26lang%3Des&ei=4zgQT6LaFMaC8gOcqeGGBA&usg=AFQjCNHVFtIbbLqZTBmaumszkW8bTQ0UuQ&sig2=agscOZuyv_QUmRg97UQ9Pw
exposición positiva esperada efectiva;"La definición del término ""exposición positiva esperada efectiva"" no está disponible debido a la falta de información relevante en el contexto proporcionado. Sin embargo, puedo intentar crear una definición basada en la información relacionada que se ha proporcionado:";---;Variants: exposición positiva esperada efectiva | Domains: FINANCE | Context: Media ponderada a lo largo del tiempo de la exposición esperada efectiva durante el primer año o, si todos los contratos del conjunto de operaciones vencen antes de un año, durante el periodo del contrato con vencimiento más largo en el conjunto de operaciones compensables cuando las ponderaciones representan la proporción que una exposición esperada individual representa de todo el intervalo de tiempo. | Ref: ---
